LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
193,195,162,174,234,194,202,154,188,150,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
195,193,170,182,233,192,204,152,190,150,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
192,187,164,170,228,180,200,144,184,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
191,191,162,170,229,184,201,150,180,150,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
191,189,171,152,164,174,230,188,200,150,186,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
188,186,160,168,229,182,198,144,184,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
188,187,160,172,227,184,196,146,182,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
187,188,162,174,226,184,196,148,182,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
184,186,222,184,194,144,178,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
185,188,194,150,180,144,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
183,185,158,172,192,146,178,142,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
182,186,156,170,192,146,178,142,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
182,188,156,170,192,150,178,144,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
181,186,154,168,190,146,176,142,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
181,186,154,168,190,146,176,142,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
181,186,154,168,190,146,176,142,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
182,187,156,170,190,148,178,142,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
184,187,158,172,220,186,192,146,180,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4
186,187,159,176,222,186,192,146,180,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
185,187,158,170,220,186,192,146,180,142,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4
187,186,170,150,162,174,194,146,182,142,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
187,187,160,168,224,184,196,146,182,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4
191,187,166,174,226,184,198,146,184,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4
191,187,159,166,230,186,186,142,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
194,186,202,146,190,142,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4
197,186,170,168,235,184,206,146,192,142,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4
200,189,237,184,208,146,196,144,0,0,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4
204,187,176,166,241,184,200,144,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4
205,186,188,148,178,168,243,184,214,144,200,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
209,187,192,148,245,184,216,144,204,140,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4
211,187,188,172,248,184,220,144,206,140,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4
213,187,186,164,253,183,222,142,210,140,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4
220,187,258,180,228,142,214,140,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4
222,186,261,180,232,142,216,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4
226,188,198,170,267,182,234,144,220,140,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4
229,188,214,148,198,166,271,185,240,144,224,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4
232,187,214,148,204,170,270,185,242,144,228,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4
232,188,214,148,202,166,273,186,242,144,228,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4
235,188,216,148,206,174,274,184,244,142,230,140,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4
239,187,220,150,280,184,246,144,232,140,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4
