LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
170,179,148,116,134,134,212,162,182,114,166,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
172,179,150,120,138,134,212,164,184,114,168,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
176,179,154,118,140,136,218,162,186,114,168,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
180,179,158,118,146,134,220,160,192,116,176,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
185,178,164,118,148,134,228,158,198,114,180,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
190,178,168,118,154,134,232,162,204,114,186,102,872,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
193,178,170,116,156,134,236,158,208,114,190,106,870,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
198,179,176,118,160,132,242,160,210,114,192,102,870,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
201,179,180,118,164,134,244,160,216,116,196,104,863,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
207,181,186,118,168,138,252,162,220,118,202,106,861,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
210,181,188,120,172,140,254,162,224,118,206,106,861,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
218,181,198,124,182,144,264,162,230,114,212,106,859,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
226,180,208,122,190,136,272,160,240,116,224,108,859,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
231,181,210,120,194,142,278,162,246,118,228,106,859,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
235,181,214,120,196,140,282,158,252,118,232,106,857,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
244,180,222,122,206,134,290,158,258,114,240,102,853,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
254,180,234,118,218,136,304,160,274,114,254,104,851,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
263,181,244,118,226,136,312,162,282,114,262,104,849,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4
269,182,252,120,234,154,318,162,286,116,266,102,844,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
277,184,240,140,328,162,294,118,278,106,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4
282,185,266,122,244,140,334,166,304,122,282,108,840,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
290,187,272,122,254,142,342,168,312,122,290,110,840,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4
296,189,264,164,348,166,318,126,296,112,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4
303,188,290,124,266,144,354,170,324,124,304,112,834,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
312,190,298,126,274,146,362,170,332,124,314,114,840,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4
332,191,318,128,294,144,385,166,356,128,334,114,834,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4
336,192,322,130,300,148,392,167,360,128,338,116,832,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4
346,195,332,132,312,176,395,168,372,126,346,118,838,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
350,194,336,128,313,172,402,168,375,124,348,116,836,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4
363,194,343,132,332,172,414,168,386,124,360,118,836,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4
370,194,357,134,334,152,420,170,394,128,374,116,838,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4
383,195,352,160,434,172,411,130,387,116,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4
410,198,386,152,458,178,442,134,422,122,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4
417,199,394,154,468,180,452,136,427,122,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4
