,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,178,313,136,295,170,364,154,348,134,332,130,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
326,178,318,136,297,170,364,154,346,134,332,130,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
325,179,318,134,291,168,354,164,348,134,330,130,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
325,179,318,134,292,168,354,164,346,134,332,132,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
325,179,318,136,296,170,346,134,332,130,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
325,179,318,134,296,170,354,164,346,134,332,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
326,177,316,134,296,170,362,154,346,134,332,130,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
326,178,318,134,297,170,362,154,346,134,332,130,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
326,178,318,132,294,169,362,154,346,134,332,130,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
326,178,316,134,293,168,362,154,348,134,332,130,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
326,178,318,134,294,168,362,154,346,132,332,130,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
326,177,318,134,291,168,362,154,346,132,332,128,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
325,176,316,132,296,170,360,156,346,134,332,128,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
323,175,316,132,294,168,352,164,344,132,330,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
323,174,316,132,294,168,344,132,330,124,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
323,174,316,128,290,165,358,154,344,132,330,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7
323,173,316,128,293,164,358,154,344,130,330,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7
323,172,318,126,294,164,358,154,344,128,332,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7
323,170,316,126,295,164,356,154,344,128,332,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7
322,171,316,122,295,162,354,156,344,126,330,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7
321,169,316,122,287,158,354,156,344,124,330,118,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7
320,168,314,122,287,158,354,154,344,124,330,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7
321,166,312,118,287,158,362,142,342,122,328,116,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7
319,166,312,118,286,156,362,140,340,120,328,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7
