LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
299,103,274,70,336,92,324,60,308,52,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
299,103,294,58,274,72,334,96,322,58,308,54,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
298,107,274,70,334,96,322,58,308,54,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
298,107,294,58,274,70,336,92,322,60,308,54,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
296,115,274,72,334,94,322,60,309,60,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
296,118,274,72,336,94,324,64,309,64,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
296,118,276,76,334,96,325,64,309,64,295,64,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
296,119,274,76,336,96,320,64,308,64,294,64,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
297,112,274,78,336,100,322,64,308,60,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
297,113,290,64,274,80,336,100,318,66,304,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
297,113,272,80,336,100,320,66,306,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
296,113,270,78,334,104,320,64,304,60,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5
295,115,290,66,272,80,334,104,320,68,302,62,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5
296,115,272,96,332,110,316,66,300,64,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
296,117,288,70,334,110,316,70,302,66,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5
294,125,283,76,270,96,330,112,318,76,298,66,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
294,127,288,78,268,96,330,120,298,72,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5
293,130,288,82,270,98,330,122,316,80,300,74,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
292,135,266,102,330,122,314,86,298,78,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5
293,137,265,114,330,124,296,78,0,0,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5
290,143,264,106,330,126,310,102,298,84,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
290,147,284,96,268,112,330,132,312,106,298,86,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5
291,152,281,102,268,118,328,136,314,104,298,98,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5
291,154,284,106,266,118,330,140,312,104,298,98,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
290,161,284,114,266,126,328,146,314,112,296,106,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5
290,164,284,114,266,130,326,150,312,114,298,112,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5
289,171,282,118,266,136,328,154,312,118,294,112,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5
287,188,280,132,266,158,326,170,310,132,296,128,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5
285,199,324,178,297,138,280,138,0,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5
284,200,258,156,324,180,302,170,295,142,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5
285,205,278,146,262,164,326,182,304,170,292,142,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5
286,211,278,152,266,184,324,188,304,172,293,148,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5
285,212,278,160,262,172,324,192,306,168,292,150,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5
286,220,274,164,262,192,324,204,304,180,292,160,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5
286,225,274,170,324,204,306,184,291,166,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5
286,231,276,180,258,196,322,214,306,184,290,170,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5
287,238,274,188,259,220,324,220,304,186,288,176,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5
285,239,274,186,256,202,322,222,302,188,288,182,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5
285,248,258,220,322,226,300,206,286,186,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5
285,250,272,200,256,224,323,230,300,204,286,190,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5
284,253,272,202,258,226,322,236,302,208,286,194,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5
284,254,272,204,256,220,320,238,302,206,284,196,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5
283,259,252,224,323,244,302,210,284,202,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5
283,263,270,212,254,232,319,248,300,216,286,206,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5
281,274,268,228,252,240,321,260,300,226,282,218,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5
280,281,266,232,250,254,316,269,299,232,283,228,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5
280,284,249,264,314,272,299,236,278,228,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5
279,292,317,282,295,242,278,238,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5
278,294,315,286,298,246,280,240,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5
277,302,262,256,246,272,313,292,295,256,279,250,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5
275,317,260,272,246,292,312,312,291,274,277,262,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5
