LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
285,105,258,64,326,94,308,56,292,46,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
283,109,276,54,260,68,324,96,308,58,290,46,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
283,110,276,54,256,72,324,100,308,60,290,48,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
282,111,274,58,254,70,324,100,306,60,290,50,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
281,112,271,58,256,74,324,100,302,60,288,52,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
280,113,254,74,322,102,304,64,288,54,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
280,112,252,74,322,102,304,64,286,54,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
280,113,254,76,322,102,304,62,286,54,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
280,115,252,76,322,104,304,64,288,56,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
280,118,252,78,322,106,304,66,288,56,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
281,117,269,64,252,80,318,106,304,66,288,56,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
280,122,254,84,320,110,304,68,286,60,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5
280,123,250,82,320,110,304,70,286,60,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
279,126,252,84,320,114,304,74,286,62,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5
279,128,250,86,320,114,302,76,286,64,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
279,134,252,92,320,118,304,78,284,68,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5
279,141,252,102,320,124,302,86,284,76,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
279,142,250,100,320,126,302,88,284,78,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5
278,147,250,108,320,132,302,98,284,84,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
278,150,248,110,320,134,300,98,282,84,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5
277,154,270,100,248,114,318,136,298,102,280,90,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5
276,158,263,102,248,118,318,140,300,106,280,94,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
275,161,248,124,320,144,298,110,280,100,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5
275,165,246,126,318,144,298,112,280,100,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5
274,168,246,130,312,152,298,118,278,104,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5
273,172,244,134,314,152,296,118,278,110,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5
271,177,262,122,242,136,312,158,292,124,274,112,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5
270,182,257,126,240,142,314,167,292,128,276,118,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5
268,189,242,152,310,172,290,144,272,122,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5
267,193,240,160,308,176,290,144,272,130,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5
267,196,258,140,238,158,308,180,290,146,272,132,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5
266,198,256,142,238,162,306,184,288,146,270,136,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5
265,204,256,152,234,166,306,192,288,154,268,142,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5
264,207,256,154,236,168,306,194,286,166,268,144,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5
265,213,254,160,236,176,304,198,286,162,268,150,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5
265,217,234,186,304,200,284,168,268,154,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5
264,221,252,170,234,186,302,208,286,172,266,160,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5
264,223,232,188,304,210,284,176,266,162,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5
264,229,234,196,304,212,284,178,266,168,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5
264,232,234,198,302,216,284,186,266,170,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5
263,236,250,186,232,202,301,222,284,188,266,178,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5
263,240,247,194,232,208,296,224,284,192,262,178,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5
262,247,232,214,300,234,282,202,264,188,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5
261,254,232,226,298,242,280,206,264,196,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5
