,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,275,242,246,301,264,284,236,268,224,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
270,276,243,258,301,264,284,234,268,224,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
269,275,244,244,300,264,287,238,270,224,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
270,274,246,246,304,264,284,234,270,222,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
270,273,246,248,304,262,286,234,270,222,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
271,273,248,254,304,262,286,234,270,222,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
272,274,248,254,301,260,288,234,270,232,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
272,272,246,254,303,258,288,234,268,220,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
271,271,248,254,303,258,288,232,270,220,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
272,271,301,258,288,233,272,222,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
273,271,306,258,286,232,270,220,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
272,269,245,250,306,258,291,230,274,220,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
273,267,307,256,293,228,274,216,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
274,265,306,254,290,220,268,214,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
272,263,248,236,305,252,290,222,272,212,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6
272,262,244,232,305,250,290,220,274,212,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
272,260,243,238,306,248,290,220,270,208,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6
273,260,245,240,306,248,288,220,274,208,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6
273,259,248,232,308,246,288,220,274,206,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6
273,254,250,230,308,242,290,210,274,200,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
273,252,252,226,306,238,290,218,276,200,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
274,247,250,214,310,236,292,204,276,192,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6
276,243,266,196,254,220,311,230,294,200,278,192,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6
275,240,268,192,307,226,296,196,280,186,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6
276,235,263,188,252,198,312,218,296,192,278,182,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6
276,234,254,200,312,218,294,196,280,178,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6
277,228,256,200,310,214,298,182,282,172,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6
278,221,258,184,316,206,298,182,286,160,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6
279,215,272,160,258,174,318,200,296,182,286,156,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6
281,208,276,158,262,174,318,192,298,172,288,148,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6
281,200,260,160,320,184,304,152,288,142,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6
282,196,262,158,318,182,304,148,290,140,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6
283,194,278,140,320,180,306,144,290,134,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6
282,189,275,136,264,148,320,178,306,140,290,132,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6
283,186,280,134,266,142,322,172,306,136,292,126,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6
283,178,266,142,318,174,306,132,292,122,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6
284,175,268,138,318,170,306,132,294,116,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6
285,172,282,124,266,134,320,158,306,134,294,118,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6
286,161,282,110,266,124,324,146,310,112,294,104,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6
286,162,324,146,306,120,294,112,282,108,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6
285,152,268,114,324,136,304,122,294,96,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6
285,149,277,98,268,108,324,134,294,86,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6
288,139,268,104,326,126,310,94,298,82,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6
289,136,270,116,326,122,308,86,298,80,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6
290,130,324,118,296,74,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6
291,129,324,116,310,78,296,72,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6
290,124,270,94,328,110,310,76,298,68,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6
290,120,268,92,326,108,310,74,298,66,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6
290,115,270,80,328,104,312,68,298,64,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6
290,113,270,78,326,102,312,68,298,62,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6
291,106,270,72,274,93,324,96,314,62,298,54,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6
291,96,279,52,270,64,326,84,308,52,300,50,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6
290,95,270,56,326,76,312,46,298,42,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6
289,95,284,40,270,52,328,72,312,42,298,38,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6
289,92,286,40,272,48,328,68,312,40,298,36,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6
291,83,281,34,272,44,328,60,312,32,298,26,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6
292,77,286,30,328,54,312,22,302,18,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6
290,83,274,42,330,48,314,26,300,26,288,26,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6
291,78,274,32,330,46,319,24,303,24,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6
292,77,274,26,330,46,316,22,302,22,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6
293,75,276,24,332,42,295,20,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6
293,75,276,24,336,42,318,20,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6
293,75,276,24,336,42,319,20,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6
