LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
348,169,340,122,318,162,386,148,370,130,356,120,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
348,168,318,162,388,146,368,130,356,120,340,120,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
346,171,342,124,316,162,366,142,357,120,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
349,170,342,124,324,166,390,144,357,120,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
349,169,342,122,320,164,390,146,366,140,357,120,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
350,168,342,122,322,164,390,144,370,128,358,118,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
349,169,342,122,324,166,390,146,358,118,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
350,166,344,122,320,162,390,146,374,126,360,118,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
349,167,344,122,320,162,372,126,359,118,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
348,170,344,122,322,164,358,118,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
347,170,344,122,322,164,359,118,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
348,168,344,122,320,162,372,126,358,118,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
350,167,342,122,322,164,390,146,370,126,356,118,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
347,167,342,124,314,158,386,148,368,130,356,118,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
346,166,338,122,312,158,386,144,368,124,352,118,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
