LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
426,142,428,138,0,0,0,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
441,176,424,152,476,154,462,122,450,114,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
438,176,419,148,452,112,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
437,176,418,150,452,112,0,0,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
418,146,420,142,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
436,174,415,152,464,136,448,110,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
435,171,411,152,470,152,460,112,446,110,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
435,171,414,154,470,152,458,112,446,110,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
432,171,410,146,466,154,450,110,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
431,170,411,144,466,150,446,110,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
428,170,400,146,450,110,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
427,169,404,146,448,110,438,110,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
425,168,397,148,460,150,448,110,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
422,168,396,148,444,110,432,110,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
421,166,396,145,444,108,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
418,167,390,146,428,108,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
416,167,424,108,386,146,440,106,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3
412,167,416,118,382,144,432,106,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3
409,168,414,120,380,140,432,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3
405,168,410,120,378,142,444,136,428,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3
401,168,406,118,372,140,444,134,424,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3
395,172,412,120,400,120,366,144,430,118,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
390,171,360,140,434,136,424,118,400,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
384,172,390,120,354,138,430,134,414,130,406,118,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
379,174,388,120,352,138,410,130,402,118,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
373,172,384,112,346,140,398,110,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3
370,172,380,118,342,138,406,120,394,116,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3
366,171,336,136,406,146,376,104,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3
364,169,334,136,402,146,386,112,374,104,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3
357,168,326,134,382,104,368,104,0,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3
354,169,360,110,324,134,392,144,376,104,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
347,169,316,132,380,122,368,122,356,108,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3
340,167,308,136,372,120,346,100,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
337,161,302,130,360,96,346,94,0,0,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3
329,160,292,126,350,100,336,94,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3
326,157,288,128,358,102,346,92,332,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3
319,157,324,92,280,126,340,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3
316,155,320,94,276,126,348,100,334,86,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3
308,153,270,126,326,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3
303,153,306,90,262,122,332,96,322,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3
299,152,302,86,262,122,332,136,330,98,316,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3
294,150,298,86,257,124,332,118,322,96,312,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3
290,151,256,124,322,96,308,88,296,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
283,149,243,122,302,84,284,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3
280,150,282,84,242,124,306,96,296,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3
274,150,276,88,237,124,294,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3
271,151,272,88,234,124,298,96,288,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3
266,151,266,86,226,122,282,84,0,0,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3
260,151,262,86,221,122,296,114,276,84,0,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3
255,151,254,88,216,124,270,84,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
252,151,252,88,214,124,268,84,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3
247,151,246,86,210,124,262,82,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3
245,151,242,86,206,124,260,84,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3
239,152,238,88,200,126,254,84,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3
235,153,194,128,246,84,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3
232,154,228,90,192,130,242,84,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3
227,156,219,100,188,130,236,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3
220,154,216,92,180,128,228,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3
215,155,176,130,222,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3
213,158,203,102,172,130,220,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3
208,157,168,128,212,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3
203,156,162,128,208,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3
201,160,194,92,164,130,208,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3
196,163,156,128,202,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3
191,167,152,130,196,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3
186,165,178,96,152,132,190,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3
181,167,144,128,183,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3
178,167,142,128,179,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3
174,168,140,128,168,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3
170,166,136,128,161,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3
167,163,134,128,170,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3
164,166,132,130,162,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3
160,160,126,130,175,125,162,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3
156,156,154,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3

0
