LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
474,190,438,158,520,172,522,136,502,130,484,120,993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
475,190,440,158,530,158,522,134,500,134,486,120,990,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
474,191,440,158,520,172,524,136,502,136,486,120,990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
475,191,438,156,520,170,522,134,500,136,488,120,993,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
474,191,440,156,520,172,522,134,500,134,488,122,995,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
475,189,440,158,520,172,522,134,508,122,486,120,993,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
475,190,440,158,520,172,522,134,502,130,488,122,991,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
474,192,438,158,520,172,522,136,500,130,488,122,993,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
474,191,440,158,520,172,522,136,502,130,488,122,993,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
474,191,440,158,520,172,522,136,502,130,488,122,993,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
474,189,488,122,438,158,518,172,522,134,508,120,990,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
473,190,438,158,516,172,520,136,502,130,486,122,991,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
470,190,436,158,522,160,514,138,498,132,484,120,990,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
469,191,434,160,522,158,514,136,496,134,482,122,990,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
464,190,428,158,512,166,510,136,492,124,478,122,987,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
458,193,468,128,422,160,506,166,490,164,488,126,984,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
458,189,420,158,506,166,496,148,490,120,472,118,987,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3
456,186,466,118,416,158,510,152,498,134,484,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3
454,185,414,158,500,164,498,132,484,118,464,116,978,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3
447,186,410,156,494,164,484,148,476,122,458,116,975,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3
444,183,404,158,488,164,488,130,472,114,452,112,970,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3
442,181,400,156,486,162,480,134,468,114,452,110,965,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
440,181,398,154,492,152,478,134,468,112,448,110,970,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
437,180,392,154,488,150,480,126,464,112,446,110,957,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
434,180,390,154,486,148,474,126,460,110,444,110,949,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
430,181,384,156,478,152,470,128,456,110,436,108,941,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3
425,181,434,110,380,160,474,156,460,134,450,108,939,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3
423,179,430,110,376,158,472,150,462,126,446,106,936,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3
419,179,426,110,370,158,466,150,454,120,438,106,933,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3
416,178,368,160,466,144,454,120,438,110,422,110,936,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3
411,177,416,110,362,154,458,144,446,118,434,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
406,175,412,106,358,154,452,138,440,116,428,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3
404,176,406,106,352,152,452,138,424,104,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
400,174,350,152,448,138,422,104,406,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3
398,174,350,152,446,136,434,116,420,106,404,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3
395,173,346,152,442,136,428,112,416,102,398,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3
391,173,342,150,440,136,424,112,410,102,396,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3
389,174,392,106,340,150,440,136,422,118,410,102,928,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3
384,174,334,148,432,134,420,114,406,104,386,104,926,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3
378,175,328,148,428,134,414,114,398,106,384,106,926,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3
376,175,326,148,424,134,399,108,381,108,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3
371,175,322,150,420,134,404,112,392,108,374,108,921,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3
369,175,318,148,416,134,402,110,389,108,373,108,921,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
364,175,312,148,408,138,398,114,385,108,369,108,919,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3
358,176,308,148,398,156,392,112,380,106,364,106,914,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3
355,174,304,147,402,132,390,112,375,106,359,106,914,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3
353,172,302,146,400,132,384,110,373,104,357,104,911,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3
347,173,298,142,390,140,382,110,371,102,353,102,911,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3
344,173,296,142,390,142,378,110,367,102,351,102,907,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3
340,172,344,102,290,144,386,136,374,108,360,100,909,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
336,171,340,100,283,142,382,134,368,108,356,96,907,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3
331,169,281,142,376,136,352,96,336,96,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3
327,170,281,142,366,156,360,104,348,96,332,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3
322,167,299,156,271,138,370,130,356,104,342,94,909,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3
320,167,296,154,267,136,364,126,352,102,340,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3
314,166,266,136,356,146,348,104,334,94,318,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3
310,165,262,136,354,128,319,94,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3
307,165,258,136,346,144,328,96,311,96,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3
304,164,256,136,348,122,334,100,321,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3
300,163,251,136,346,120,330,100,316,96,300,96,897,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3
298,164,249,136,342,122,326,98,315,98,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3
294,164,244,136,338,126,322,98,310,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3
292,163,243,138,332,128,320,98,309,96,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3
288,163,236,136,330,122,305,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3
283,164,234,136,316,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3
281,160,230,138,322,118,299,94,278,94,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3
278,159,228,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3
275,159,224,138,314,118,302,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3
273,159,222,138,296,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3
257,160,204,140,292,116,254,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3
253,163,200,142,288,114,272,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3

0
