LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
158,163,137,136,126,144,198,160,170,118,154,114,0,432,174,430,126,398,162,472,156,458,134,444,124,0,1,2
158,162,138,122,128,142,172,118,158,114,0,0,1496,431,173,430,128,398,162,472,154,456,138,444,124,0,2,2
158,163,142,122,130,140,174,118,158,114,0,0,1489,429,173,428,126,392,162,468,156,454,134,442,124,0,3,2
159,165,144,124,132,142,200,164,176,122,160,116,1509,428,175,398,168,466,156,438,126,422,126,0,0,0,4,2
160,169,144,126,134,148,200,166,174,124,160,120,1509,427,178,422,130,398,170,466,160,450,138,436,128,0,5,2
160,169,144,130,200,168,176,128,160,120,0,0,1509,426,181,422,132,392,170,466,160,450,140,436,130,1483,6,2
161,171,144,130,136,154,200,170,174,126,160,122,1502,426,182,424,136,398,172,464,164,448,142,436,132,0,7,2
161,172,146,132,131,148,176,128,162,126,0,0,1502,425,184,420,138,392,174,462,166,448,142,436,134,1486,8,2
161,172,146,132,136,148,176,128,160,124,0,0,1489,426,184,422,138,394,176,464,166,450,144,436,134,0,9,2
161,172,146,132,134,148,176,128,162,124,0,0,1496,426,185,422,138,398,176,466,166,450,144,436,136,0,10,2
161,171,146,130,136,148,176,128,162,124,0,0,1502,427,184,424,138,398,176,466,166,452,144,438,136,0,11,2
161,172,146,132,136,148,202,170,176,128,160,124,1496,427,184,424,138,398,178,466,166,452,144,438,136,0,12,2
161,171,144,130,134,146,202,170,176,128,160,124,1502,427,184,424,138,402,176,466,166,452,144,440,136,0,13,2
161,171,144,130,134,146,202,170,176,128,162,124,1502,428,183,424,138,398,174,466,166,452,142,440,136,0,14,2
161,170,144,130,132,144,202,168,176,126,160,122,1509,428,184,426,138,396,174,464,168,454,144,440,136,0,15,2
163,170,146,128,136,146,204,168,178,126,162,122,1502,425,184,390,174,462,170,452,144,438,136,422,136,0,16,2
164,170,146,130,136,146,178,126,162,122,0,0,1502,423,187,390,176,464,164,434,136,420,136,0,0,0,17,2
167,171,150,132,180,128,166,124,0,0,0,0,1509,421,186,418,138,388,176,460,166,446,146,432,136,0,18,2
170,170,152,130,182,126,168,122,0,0,0,0,1489,418,184,382,174,458,164,444,144,428,136,416,136,0,19,2
