LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
179,148,176,96,158,106,216,134,206,100,192,88,0,475,176,474,112,444,150,486,110,0,0,0,0,0,1,2
179,149,176,98,156,104,216,134,204,98,194,88,0,476,177,438,148,514,136,486,116,475,114,0,0,0,2,2
180,151,162,106,218,138,208,98,192,102,180,96,1107,472,178,440,148,498,124,488,118,472,112,0,0,1133,3,2
182,149,180,96,162,106,220,138,210,100,196,88,0,469,180,436,148,502,150,484,116,468,112,0,0,1120,4,2
183,148,182,96,164,102,222,136,210,98,196,86,1104,468,181,436,148,482,114,468,114,0,0,0,0,1122,5,2
185,148,184,96,164,102,224,136,212,96,198,88,1100,469,172,468,110,436,146,502,150,494,112,482,108,1114,6,2
186,148,184,96,166,104,226,136,212,98,200,86,1100,468,170,468,108,432,144,502,150,482,106,0,0,0,7,2
185,149,186,94,166,104,226,136,208,118,200,88,1100,467,172,434,146,494,114,480,108,466,108,0,0,0,8,2
188,147,184,94,168,102,226,136,216,98,202,86,0,466,172,432,146,492,112,478,116,466,110,0,0,0,9,2
191,150,188,102,168,104,230,134,218,96,202,96,0,463,173,457,120,430,146,490,116,476,112,0,0,1122,10,2
194,149,192,102,170,106,232,136,220,98,206,88,0,460,169,458,108,428,146,486,116,474,106,0,0,1118,11,2
195,147,194,92,174,106,234,136,222,96,206,84,0,459,170,428,146,490,152,474,108,458,106,0,0,1114,12,2
198,148,196,92,176,106,240,134,222,100,208,86,0,457,170,456,108,424,148,490,152,482,122,472,106,1110,13,2
202,152,194,108,180,124,240,136,226,96,212,86,0,455,168,452,108,420,150,480,112,468,106,0,0,1114,14,2
203,149,182,110,242,136,232,96,214,88,0,0,0,452,167,416,146,478,116,466,108,450,106,0,0,1111,15,2
205,150,197,94,184,112,244,136,232,98,216,88,0,449,164,414,148,462,106,444,104,0,0,0,0,1111,16,2
206,150,199,94,182,106,246,134,234,98,216,88,0,448,163,441,106,414,152,478,150,474,112,460,102,1111,17,2
208,150,206,94,186,108,248,138,234,98,218,84,0,446,156,408,148,458,104,442,104,0,0,0,0,0,18,2
211,151,205,94,188,110,254,136,236,100,222,88,0,443,156,438,104,404,148,478,130,450,98,0,0,1097,19,2
214,154,192,108,256,136,240,98,224,90,0,0,0,437,156,400,148,448,100,0,0,0,0,0,0,1100,20,2
217,153,214,98,196,110,258,136,242,100,228,90,0,431,155,392,148,442,100,0,0,0,0,0,0,1100,21,2
220,152,200,108,262,138,246,102,232,90,0,0,0,429,154,386,146,464,124,436,98,0,0,0,0,1093,22,2
225,152,222,94,204,106,268,134,250,98,236,90,0,422,155,414,108,382,148,428,100,0,0,0,0,1090,23,2
229,154,210,108,272,136,254,108,242,90,0,0,0,416,154,404,106,376,148,420,100,0,0,0,0,1093,24,2
233,154,212,108,276,138,260,106,244,88,0,0,0,411,162,400,104,370,146,440,116,430,104,416,98,1090,25,2
237,155,216,108,278,136,264,102,236,96,0,0,0,407,164,366,146,436,116,420,104,412,102,0,0,1090,26,2
239,156,238,98,220,108,284,140,266,102,252,92,0,403,165,394,110,360,146,418,104,406,104,0,0,1093,27,2
