LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
176,207,168,164,152,182,210,204,196,166,182,160,0,432,223,410,218,462,208,432,182,0,0,0,0,1452,1,2
176,207,168,166,150,178,212,204,198,166,182,160,0,432,224,410,216,464,208,446,184,0,0,0,0,1458,2,2
177,207,168,166,151,188,212,204,198,166,182,160,0,432,222,410,216,464,208,446,186,432,180,0,0,1440,3,2
176,207,168,164,150,180,210,204,196,166,182,160,0,431,226,412,218,446,186,0,0,0,0,0,0,1452,4,2
176,207,168,164,150,178,210,202,198,166,182,160,0,431,222,410,216,462,208,446,186,432,180,0,0,1446,5,2
176,207,168,166,150,178,212,204,198,166,182,158,0,432,222,410,216,464,206,451,186,432,184,0,0,1446,6,2
176,206,168,164,150,178,212,204,198,166,182,158,0,431,221,410,216,462,206,444,184,430,182,0,0,1440,7,2
177,207,168,166,152,182,212,204,198,166,182,158,0,431,221,430,182,408,216,466,202,446,180,0,0,1428,8,2
176,207,168,164,152,178,210,204,198,166,182,160,0,431,221,428,186,408,216,466,202,450,178,0,0,1428,9,2
176,206,168,164,152,178,214,204,198,166,182,158,0,429,223,428,192,406,216,462,206,444,182,0,0,1440,10,2
176,207,168,166,150,178,212,206,200,166,182,158,0,429,222,408,218,460,206,442,184,426,182,0,0,1434,11,2
177,207,168,164,150,178,214,206,198,168,184,160,0,427,222,426,182,408,220,442,176,0,0,0,0,1416,12,2
178,210,168,164,156,186,218,206,196,178,184,158,0,427,221,426,180,456,206,442,174,0,0,0,0,1416,13,2
181,209,170,164,156,184,218,206,198,178,184,158,0,425,221,424,182,440,180,0,0,0,0,0,0,1422,14,2
182,208,172,166,158,184,218,206,200,168,188,160,0,424,222,398,214,448,184,433,184,424,184,0,0,1410,15,2
184,209,174,166,156,178,222,206,200,180,190,158,0,422,220,398,216,454,204,436,184,420,180,0,0,1410,16,2
188,207,178,170,160,178,228,204,208,164,192,158,0,420,220,396,216,434,184,416,180,0,0,0,0,1410,17,2
188,207,178,166,160,176,228,204,208,166,192,156,0,419,218,394,214,446,206,432,182,416,178,0,0,1399,18,2
191,206,182,162,164,178,230,204,210,166,196,156,0,418,220,432,182,416,180,0,0,0,0,0,0,1399,19,2
194,206,184,162,168,178,232,204,214,166,200,154,0,416,218,414,184,394,216,432,176,0,0,0,0,1393,20,2
197,207,188,164,172,178,236,204,216,170,204,156,0,413,217,390,216,428,180,412,178,0,0,0,0,1393,21,2
198,208,188,164,171,182,237,202,218,166,204,156,0,412,217,386,214,426,180,410,178,0,0,0,0,1393,22,2
200,208,174,180,235,202,222,164,204,162,192,162,0,413,216,444,198,424,182,408,180,0,0,0,0,1393,23,2
201,210,194,164,176,182,240,204,222,170,208,162,0,410,218,384,214,440,204,427,186,408,180,0,0,1388,24,2
202,208,194,162,239,202,222,168,208,160,0,0,0,408,216,382,212,434,204,420,178,404,176,0,0,1382,25,2
204,208,196,162,178,178,242,204,226,166,210,156,0,408,215,402,178,440,198,422,174,0,0,0,0,1371,26,2
205,211,196,164,244,204,212,158,0,0,0,0,0,406,217,380,212,442,196,418,180,402,180,0,0,1371,27,2
206,208,198,162,244,204,228,164,212,160,0,0,0,405,217,382,212,436,202,416,180,400,176,0,0,1366,28,2
208,209,198,162,184,182,248,204,228,168,214,160,0,405,216,434,202,414,178,400,176,0,0,0,0,1366,29,2
209,207,202,162,182,174,251,204,230,168,216,158,0,405,215,436,200,426,180,416,178,400,176,0,0,1360,30,2
212,208,204,162,254,202,232,164,218,156,0,0,0,404,214,398,174,434,200,416,172,0,0,0,0,1366,31,2
213,207,204,164,186,176,254,202,236,164,218,156,0,402,214,398,174,432,202,418,172,0,0,0,0,1366,32,2
215,207,189,182,255,202,236,164,222,160,208,160,0,401,215,394,182,366,208,438,196,414,172,0,0,1360,33,2
219,206,210,160,198,184,260,202,240,164,224,154,1289,398,216,366,210,428,204,412,180,396,174,0,0,1355,34,2
220,207,212,162,198,180,262,203,240,166,226,154,1299,398,215,368,212,428,202,410,180,394,174,0,0,1355,35,2
223,206,214,160,202,182,264,200,246,162,228,154,1289,397,214,368,208,412,178,394,174,0,0,0,0,1350,36,2
224,206,218,158,198,172,263,200,246,164,230,154,0,399,212,366,208,434,196,412,174,394,174,0,0,1350,37,2
227,207,220,162,201,180,263,200,248,164,234,154,1284,398,213,368,210,432,196,418,176,408,176,394,174,1350,38,2
228,205,220,162,202,172,270,202,254,160,236,154,1289,396,215,366,208,408,176,396,172,0,0,0,0,1350,39,2
231,207,224,160,271,202,252,168,238,156,0,0,1284,395,215,392,176,368,210,422,204,410,172,0,0,1350,40,2
232,206,224,160,207,182,270,202,256,162,238,154,1289,394,216,366,208,422,202,406,180,390,178,0,0,1350,41,2
