LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
167,195,157,144,202,180,188,148,176,140,0,0,1129,466,221,470,166,448,188,482,160,0,0,0,0,1212,1,2
166,195,162,144,148,156,200,182,186,148,176,140,1118,464,240,498,198,488,192,450,192,0,0,0,0,1200,2,2
166,195,162,144,202,180,186,148,174,136,0,0,1114,465,239,500,196,491,192,450,192,0,0,0,0,1183,3,2
166,195,157,142,148,154,200,182,190,148,174,136,1104,465,236,490,190,448,190,0,0,0,0,0,0,1171,4,2
167,195,150,154,202,182,188,146,176,134,0,0,1104,470,215,446,184,486,158,474,158,0,0,0,0,1155,5,2
167,195,164,142,147,154,200,180,190,148,176,134,1104,470,214,448,184,486,156,472,156,0,0,0,0,1155,6,2
167,195,145,154,200,180,188,148,176,134,0,0,1097,470,213,472,156,448,184,486,152,0,0,0,0,0,7,2
167,194,162,142,200,180,188,146,176,134,0,0,1093,469,214,472,160,448,184,502,194,486,150,0,0,1157,8,2
167,194,160,142,202,180,188,146,176,134,0,0,1093,468,216,448,184,494,166,484,164,472,160,0,0,1167,9,2
167,195,160,142,148,156,200,180,188,148,174,134,1093,467,217,446,182,494,168,482,164,470,164,0,0,1159,10,2
169,196,150,154,204,184,190,148,176,134,0,0,1093,465,215,461,162,444,180,498,182,480,152,0,0,1155,11,2
172,194,154,154,206,182,194,146,180,134,0,0,1090,461,211,436,180,474,156,464,152,0,0,0,0,1159,12,2
176,194,158,154,214,180,200,146,184,134,0,0,1083,456,210,460,152,434,180,474,150,0,0,0,0,1151,13,2
178,194,160,154,214,180,202,146,186,134,0,0,1079,454,210,430,180,480,156,456,152,0,0,0,0,1148,14,2
181,196,176,142,160,158,218,178,200,146,190,136,1086,452,209,428,180,478,158,452,148,0,0,0,0,1148,15,2
183,196,164,160,222,180,206,146,190,136,0,0,1086,452,207,426,182,468,150,454,150,0,0,0,0,1148,16,2
185,197,166,162,220,176,206,148,192,134,0,0,0,448,206,422,182,480,190,464,156,450,146,0,0,1140,17,2
187,198,182,144,168,156,226,178,206,160,196,136,1090,446,205,420,182,478,186,470,164,458,148,446,146,1136,18,2
188,197,182,142,170,156,226,178,208,156,198,136,0,444,205,416,180,456,148,444,146,0,0,0,0,1140,19,2
191,196,169,154,230,178,214,146,200,136,0,0,0,442,203,414,186,466,156,456,146,0,0,0,0,1136,20,2
193,196,230,178,216,144,200,136,0,0,0,0,1076,441,201,412,180,464,152,452,144,0,0,0,0,1133,21,2
195,198,188,148,232,180,218,144,204,134,0,0,0,438,201,410,182,450,144,438,144,0,0,0,0,1133,22,2
198,197,236,180,220,144,206,134,0,0,0,0,0,436,199,406,182,470,170,446,142,432,142,0,0,1125,23,2
202,197,179,158,240,178,224,144,210,136,0,0,0,433,199,402,182,464,174,442,142,0,0,0,0,1125,24,2
205,196,244,182,228,142,214,132,0,0,0,0,1069,431,195,400,180,442,138,0,0,0,0,0,0,1122,25,2
208,197,200,148,190,154,246,178,232,144,216,134,1072,429,196,398,180,442,142,0,0,0,0,0,0,1122,26,2
211,198,189,154,248,176,234,144,218,134,0,0,1066,427,197,394,178,438,140,0,0,0,0,0,0,1122,27,2
