LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
217,192,208,146,188,168,240,146,222,138,0,0,1136,346,204,342,156,380,190,364,154,0,0,0,0,0,1,1
218,192,208,146,186,166,242,148,222,138,0,0,1129,347,203,342,156,386,182,364,154,0,0,0,0,0,2,1
218,193,208,144,238,146,226,140,0,0,0,0,0,348,203,342,156,388,182,364,154,0,0,0,0,0,3,1
218,192,210,146,186,162,241,146,222,138,0,0,1133,348,203,342,156,388,184,366,154,0,0,0,0,0,4,1
348,203,382,190,366,154,342,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
348,204,344,156,380,192,366,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
218,193,210,146,188,162,242,148,224,140,0,0,0,348,203,380,192,366,154,342,154,0,0,0,0,0,7,1
218,193,212,146,188,162,242,148,226,142,0,0,0,348,205,344,156,382,192,366,154,0,0,0,0,0,8,1
219,192,208,144,188,162,242,148,226,140,0,0,0,348,204,344,156,380,192,366,154,0,0,0,0,0,9,1
219,192,212,144,188,162,245,148,226,140,0,0,0,349,204,344,156,384,190,366,154,0,0,0,0,0,10,1
220,192,188,162,246,148,226,140,0,0,0,0,1133,348,204,344,156,382,192,366,154,0,0,0,0,0,11,1
220,191,212,144,190,164,246,147,228,140,0,0,1129,348,203,380,192,366,154,342,154,0,0,0,0,0,12,1
220,192,212,144,192,166,244,148,228,140,0,0,1133,349,204,344,156,384,190,366,154,0,0,0,0,0,13,1
220,191,212,146,188,162,244,146,226,138,0,0,1129,349,203,344,156,384,190,366,154,0,0,0,0,0,14,1
220,191,212,144,190,164,246,147,226,138,0,0,1133,349,204,344,156,384,190,366,154,0,0,0,0,0,15,1
221,191,192,166,245,146,226,138,0,0,0,0,1129,350,202,344,156,308,198,390,184,366,154,0,0,0,16,1
221,190,188,162,245,146,226,138,0,0,0,0,1129,351,202,346,156,392,182,366,154,0,0,0,0,0,17,1
220,192,205,146,190,164,246,147,226,140,0,0,1133,352,202,348,158,392,182,370,154,0,0,0,0,0,18,1
220,191,212,146,186,160,242,146,226,140,0,0,1125,352,202,348,156,394,182,370,154,0,0,0,0,0,19,1
218,191,210,144,186,160,243,146,224,140,0,0,0,353,204,394,182,370,156,350,156,0,0,0,0,0,20,1
215,191,206,144,186,168,236,146,218,138,0,0,1125,357,204,398,182,372,160,352,156,0,0,0,0,1159,21,1
210,190,200,144,178,162,232,144,214,138,0,0,1125,360,203,326,202,400,182,380,156,356,156,0,0,0,22,1
208,190,198,144,174,164,231,144,212,138,0,0,1118,362,203,402,184,380,156,358,154,0,0,0,0,0,23,1
204,191,172,164,226,142,206,138,0,0,0,0,1118,365,203,330,202,408,184,386,156,362,154,0,0,0,24,1
202,191,185,146,168,164,222,144,204,138,0,0,1114,367,204,330,200,410,184,386,156,364,156,0,0,0,25,1
199,191,186,144,166,164,218,144,202,138,0,0,1118,369,206,332,200,410,188,390,158,368,156,0,0,0,26,1
194,190,180,144,158,162,212,142,194,136,0,0,1111,375,205,374,158,336,200,416,188,396,156,0,0,0,27,1
191,191,178,144,160,166,208,144,190,138,0,0,1114,378,205,340,200,420,188,402,158,376,158,0,0,0,28,1
187,190,174,142,150,164,204,144,184,138,0,0,1114,381,207,348,200,424,190,404,160,382,160,0,0,0,29,1
184,190,170,142,150,162,202,142,184,138,0,0,0,383,207,350,200,426,190,408,160,384,160,0,0,0,30,1
181,190,163,142,146,164,198,144,180,136,0,0,0,387,207,388,162,352,200,430,192,412,160,0,0,0,31,1
178,191,164,144,142,164,194,144,176,136,0,0,1114,392,207,356,200,434,192,416,160,392,160,0,0,0,32,1
175,192,160,144,140,164,192,146,174,138,0,0,0,395,207,356,200,436,192,420,162,396,160,0,0,0,33,1
174,191,158,144,140,162,190,146,170,136,0,0,0,396,208,356,200,438,194,420,162,398,160,0,0,0,34,1
172,192,153,146,136,166,188,146,172,138,0,0,0,400,209,360,202,442,194,424,164,400,162,0,0,0,35,1
168,191,132,166,184,144,166,138,0,0,0,0,0,403,210,366,204,444,196,428,166,404,162,0,0,1175,36,1
165,192,150,148,130,166,180,144,166,140,0,0,0,405,209,366,202,446,198,432,166,408,164,0,0,0,37,1
162,193,148,148,126,166,178,146,162,140,0,0,0,407,211,370,204,448,198,432,168,410,164,0,0,0,38,1
160,193,144,148,124,168,176,146,158,140,0,0,0,409,212,374,204,450,200,436,168,414,166,0,0,0,39,1
158,193,140,146,124,172,172,146,154,140,0,0,0,412,212,376,206,452,200,438,168,416,166,0,0,0,40,1
156,192,140,148,120,170,170,144,152,140,0,0,0,414,213,382,210,452,202,440,168,418,166,0,0,1183,41,1
152,191,132,146,118,170,166,144,148,140,0,0,0,416,213,380,206,456,202,444,170,420,166,0,0,0,42,1
147,192,128,146,112,168,160,144,142,138,0,0,0,419,214,388,208,462,200,446,172,426,168,0,0,1183,43,1
145,191,108,170,158,146,138,138,0,0,0,0,0,422,214,388,206,464,202,450,172,428,168,0,0,0,44,1
143,191,108,170,156,146,136,138,0,0,0,0,0,423,214,392,208,464,202,452,170,430,168,0,0,0,45,1
140,190,104,168,152,144,134,138,0,0,0,0,0,426,215,394,206,466,204,454,172,434,170,0,0,1191,46,1
137,191,104,174,148,144,132,140,0,0,0,0,0,429,216,398,208,470,206,458,174,436,170,0,0,0,47,1
133,189,98,170,144,142,126,138,0,0,0,0,0,431,217,398,206,474,204,462,174,440,170,0,0,0,48,1
130,191,94,170,140,144,124,140,0,0,0,0,0,434,217,402,208,476,206,462,174,444,172,0,0,0,49,1
128,190,94,170,136,142,122,140,0,0,0,0,0,436,218,408,212,476,206,466,174,444,172,0,0,0,50,1
125,189,106,146,90,168,136,144,116,138,0,0,0,437,217,408,210,478,206,468,176,448,172,0,0,0,51,1
123,193,102,150,90,176,134,146,114,140,0,0,0,440,219,411,211,482,208,472,178,450,174,0,0,0,52,1

0
