LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
256,172,232,140,293,166,274,128,258,122,0,0,1324,371,176,366,128,331,166,416,156,392,130,380,126,1314,1,1
256,172,230,138,297,164,274,128,258,122,0,0,1324,371,176,366,128,336,166,416,156,394,130,380,126,1314,2,1
257,173,229,154,299,166,272,126,258,122,0,0,1329,372,176,366,128,339,168,416,156,394,130,380,126,1314,3,1
256,171,230,138,296,164,274,126,258,120,0,0,1324,371,175,366,128,332,166,414,158,382,124,0,0,1314,4,1
256,172,230,138,293,166,274,126,258,122,0,0,1329,371,175,366,128,333,166,414,156,380,124,0,0,1309,5,1
256,171,230,138,298,167,274,126,258,120,0,0,1324,371,175,364,128,331,166,414,156,394,130,380,124,1314,6,1
257,172,229,154,299,166,274,126,258,120,0,0,1324,372,175,364,128,338,169,414,156,392,130,380,124,1314,7,1
257,172,229,154,299,166,274,126,258,120,0,0,1334,372,175,366,128,329,166,412,152,394,130,380,122,1314,8,1
256,172,230,140,296,164,274,126,258,120,0,0,1324,372,175,366,128,332,166,414,154,394,130,380,124,1314,9,1
256,171,230,140,294,166,274,124,258,120,0,0,1319,372,175,366,128,331,166,414,156,394,130,380,126,1314,10,1
256,171,228,140,296,164,272,124,258,120,0,0,1324,372,175,366,128,340,168,417,156,394,130,380,126,1314,11,1
255,171,228,140,301,164,272,124,256,120,0,0,1319,373,175,366,128,336,168,416,156,396,130,380,126,1314,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
250,169,222,136,293,165,266,124,250,118,0,0,1329,377,174,372,128,346,168,418,154,398,130,386,122,1314,15,1
249,169,220,136,295,164,266,124,250,120,0,0,1329,378,173,374,126,348,168,418,152,400,132,388,120,1309,16,1
244,168,214,136,288,162,260,122,244,118,0,0,1324,382,170,378,124,346,162,424,154,394,118,0,0,1309,17,1
243,168,214,138,282,162,258,120,242,118,0,0,1324,383,170,378,124,342,160,426,152,406,126,392,118,1309,18,1
240,167,212,136,280,160,254,120,238,116,0,0,1329,386,170,354,163,428,154,399,124,382,124,0,0,1314,19,1
237,167,208,136,279,162,250,120,236,116,0,0,1329,388,170,352,158,426,156,403,124,0,0,0,0,1309,20,1
