LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
258,198,244,150,296,184,292,144,276,136,262,136,0,393,214,354,180,428,168,416,168,0,0,0,0,1004,1,1
257,198,262,138,244,150,298,184,292,146,274,136,0,393,207,356,178,398,144,382,144,0,0,0,0,1004,2,1
256,199,262,138,244,150,296,184,290,146,274,136,0,393,207,356,178,413,152,396,146,382,146,0,0,1001,3,1
256,198,262,138,242,148,296,184,290,146,274,136,0,393,206,384,146,356,176,428,164,410,147,398,142,1001,4,1
256,198,244,148,298,184,292,144,274,136,262,136,0,392,205,353,177,428,164,412,148,399,142,382,142,1001,5,1
256,197,244,148,300,180,292,144,274,136,260,134,0,392,204,382,142,351,174,426,162,410,144,396,140,1001,6,1
257,198,244,148,300,180,292,144,276,136,262,136,0,391,204,382,142,351,174,408,144,396,140,0,0,1001,7,1
258,197,242,146,300,180,294,140,276,138,262,138,0,391,203,382,142,353,174,408,144,396,138,0,0,1001,8,1
258,197,244,146,302,180,294,140,276,136,262,136,0,390,212,354,172,417,166,388,166,0,0,0,0,1001,9,1
258,197,262,136,242,146,302,178,294,140,276,132,0,392,204,382,142,354,174,426,158,412,144,398,140,998,10,1
257,196,244,146,300,182,292,140,276,136,262,134,0,393,212,351,172,430,166,395,166,0,0,0,0,998,11,1
255,196,260,134,240,152,296,182,290,144,274,128,0,397,214,358,175,434,168,0,0,0,0,0,0,998,12,1
252,196,254,142,236,144,294,178,286,148,270,126,0,401,214,362,174,440,168,403,168,0,0,0,0,995,13,1
249,194,254,132,234,144,290,178,282,142,268,124,0,407,202,368,176,426,142,397,142,0,0,0,0,995,14,1
247,192,252,130,230,146,288,182,282,136,268,126,0,409,213,372,178,448,168,0,0,0,0,0,0,995,15,1
246,192,250,130,230,142,288,176,280,140,266,124,0,412,201,374,176,448,156,434,142,421,140,404,140,998,16,1
244,190,246,128,228,140,286,174,278,136,262,122,0,415,213,374,174,448,166,0,0,0,0,0,0,1001,17,1
241,190,244,128,222,136,282,176,276,136,258,122,0,419,199,410,138,380,174,430,130,0,0,0,0,998,18,1
240,190,244,128,224,140,282,174,274,136,258,122,0,421,199,412,138,382,174,430,132,0,0,0,0,995,19,1
238,191,238,136,222,140,280,172,270,136,254,132,0,424,199,418,136,384,170,432,128,0,0,0,0,998,20,1
236,189,238,128,220,140,276,172,270,134,252,122,0,427,204,390,172,454,154,0,0,0,0,0,0,995,21,1
234,188,234,128,218,138,274,170,268,134,250,120,0,430,203,394,176,468,160,454,150,0,0,0,0,995,22,1
232,188,234,128,214,142,272,172,264,134,248,118,0,432,203,398,170,468,178,460,148,0,0,0,0,998,23,1
229,187,232,130,214,136,270,172,262,134,248,120,968,437,203,402,172,476,166,454,148,0,0,0,0,998,24,1
228,187,228,130,212,138,268,172,260,134,246,118,0,440,195,436,132,404,174,478,160,464,150,452,130,993,25,1
225,187,228,124,208,138,266,174,258,134,242,120,0,444,195,408,176,482,164,470,142,454,132,438,132,998,26,1
223,186,224,122,206,138,262,172,254,134,240,118,965,445,196,444,132,410,170,474,140,458,130,0,0,995,27,1
221,186,222,126,204,138,260,170,252,132,238,118,0,450,197,416,172,490,166,476,140,464,132,448,132,995,28,1
220,186,222,124,202,140,260,168,250,132,236,118,0,451,196,418,170,492,162,476,142,466,134,452,134,1001,29,1
217,186,218,126,198,136,256,170,250,132,232,120,0,454,195,452,132,418,168,494,164,480,138,470,130,998,30,1
214,185,209,126,196,138,254,170,246,132,228,120,970,457,196,456,134,426,168,484,138,472,130,0,0,1001,31,1
212,184,212,124,192,140,252,170,240,130,228,120,0,459,195,428,166,500,164,474,130,460,130,0,0,1001,32,1
211,184,207,126,192,136,250,170,242,130,226,118,0,461,195,460,132,428,168,502,164,488,150,478,128,1001,33,1
208,183,208,122,190,142,248,170,236,132,224,116,970,464,197,466,134,432,166,500,180,494,140,480,130,1001,34,1
206,183,204,126,188,136,244,168,236,128,220,118,978,467,199,436,166,506,172,484,136,472,134,0,0,1004,35,1
203,182,204,124,184,136,242,168,232,130,218,116,978,471,199,474,134,444,168,512,168,490,132,0,0,0,36,1
202,181,202,122,182,134,242,166,230,130,218,114,0,474,201,446,168,512,182,492,136,478,136,0,0,1007,37,1
200,180,200,124,180,134,240,164,228,132,214,114,978,476,200,480,138,446,166,512,182,506,152,496,136,0,38,1
199,179,198,120,180,138,236,166,226,124,214,114,0,480,202,450,168,520,176,512,144,496,146,484,140,0,39,1
198,179,196,122,176,136,234,164,224,122,210,112,0,483,204,484,150,452,172,522,176,514,150,498,148,1001,40,1
195,179,192,122,174,132,232,162,222,126,208,112,978,486,204,488,150,456,172,524,180,512,166,506,136,0,41,1
194,178,192,120,174,134,232,166,220,124,208,112,981,487,206,458,174,514,160,494,140,0,0,0,0,1013,42,1
192,179,190,122,172,132,228,166,218,124,206,112,984,489,205,498,138,462,174,524,186,510,136,0,0,0,43,1
190,178,170,132,228,166,218,126,202,112,0,0,984,495,204,496,148,468,174,532,178,514,140,0,0,0,44,1
188,178,184,118,168,132,224,162,214,126,202,110,981,500,204,502,148,472,176,540,170,532,148,518,142,0,45,1
185,179,182,122,166,134,222,164,210,124,198,114,984,501,204,508,140,476,176,534,188,532,154,524,138,0,46,1
183,178,180,120,164,134,218,162,208,124,194,112,981,505,205,506,152,478,174,538,146,526,140,0,0,0,47,1
181,178,178,122,160,132,218,164,206,124,194,114,981,505,208,480,176,544,180,536,156,522,156,510,148,1022,48,1
178,178,158,134,216,164,204,124,190,112,0,0,987,509,210,480,182,548,176,540,156,520,172,514,146,1022,49,1
175,178,170,120,152,134,210,164,200,124,186,114,984,512,208,518,146,488,178,552,176,540,160,534,146,1025,50,1
172,177,166,120,150,132,206,164,184,112,0,0,990,514,206,490,176,552,180,544,160,536,144,522,144,0,51,1
169,178,162,122,146,134,202,164,178,112,0,0,991,518,207,522,156,492,180,554,184,552,148,538,148,1025,52,1
167,178,162,122,146,144,200,162,190,124,178,112,993,519,207,522,154,494,178,560,174,554,148,542,146,1022,53,1
162,177,156,118,140,134,194,164,172,110,0,0,995,522,209,526,154,496,180,562,176,548,168,544,144,1031,54,1
159,176,150,118,138,134,192,162,168,110,0,0,995,523,210,500,180,564,176,532,146,0,0,0,0,1028,55,1
157,177,152,122,134,138,190,162,166,112,0,0,998,526,208,536,146,502,178,570,170,548,142,0,0,1028,56,1
153,175,146,118,132,134,186,162,164,110,0,0,998,529,207,504,180,574,168,560,158,546,160,536,146,1025,57,1
150,174,142,120,128,138,180,160,158,106,0,0,1001,531,206,542,142,508,178,564,158,558,138,0,0,1031,58,1
145,174,138,118,120,136,154,110,0,0,0,0,1004,534,205,544,140,510,180,570,184,560,138,0,0,1025,59,1
140,174,132,122,116,134,146,110,0,0,0,0,1004,537,210,518,176,574,182,556,162,544,152,0,0,1031,60,1
138,173,128,118,114,132,144,108,0,0,0,0,1004,538,211,518,178,576,182,544,156,0,0,0,0,1034,61,1
132,173,108,132,138,106,0,0,0,0,0,0,1007,545,207,524,180,586,172,574,162,552,150,0,0,1031,62,1
127,172,116,118,132,106,0,0,0,0,0,0,0,548,209,530,178,580,164,574,142,0,0,0,0,1031,63,1
121,171,98,136,126,106,0,0,0,0,0,0,1001,554,208,562,154,536,178,594,180,582,144,0,0,0,64,1
118,170,104,114,94,134,122,106,0,0,0,0,1004,557,209,536,182,592,188,586,168,582,150,0,0,1034,65,1
112,173,98,122,112,106,0,0,0,0,0,0,0,564,208,548,176,588,152,576,150,0,0,0,0,1031,66,1
103,171,80,136,102,104,0,0,0,0,0,0,0,572,204,554,176,602,166,588,144,0,0,0,0,1019,67,1

0
