LC.X,LC.Y,LF1.X,LF1.Y,LF2.X,LF2.Y,LF3.X,LF3.Y,LF4.X,LF4.Y,LF5.X,LF5.Y,LCD,RC.X,RC.Y,RF1.X,RF1.Y,RF2.X,RF2.Y,RF3.X,RF3.Y,RF4.X,RF4.Y,RF5.X,RF5.Y,RCD,Frame Number, Geture Number
256,193,240,136,308,178,296,134,276,130,262,128,0,392,201,380,136,346,180,426,158,410,138,396,132,990,1,1
256,193,260,128,240,138,306,178,297,134,278,122,0,392,202,378,136,346,178,426,158,410,138,396,132,990,2,1
256,194,260,128,240,138,308,180,296,134,278,122,962,392,202,382,138,346,180,426,158,410,138,396,136,990,3,1
256,194,260,130,240,138,308,180,297,136,278,122,0,392,202,380,138,343,177,426,158,410,138,396,136,990,4,1
256,194,260,128,240,138,308,180,296,134,278,122,0,392,202,378,136,346,178,428,158,408,138,396,130,990,5,1
256,194,260,134,240,138,306,180,294,134,278,122,0,392,202,382,136,342,178,426,156,408,138,396,132,990,6,1
256,193,260,128,240,138,308,180,296,134,278,122,0,392,202,382,140,344,179,428,158,410,138,396,132,984,7,1
256,193,258,134,240,138,308,180,297,134,278,122,0,391,201,380,136,344,178,426,156,408,136,394,132,984,8,1
256,194,260,134,240,138,308,180,297,136,278,122,0,391,202,378,136,344,178,426,156,410,136,394,132,981,9,1
256,193,262,128,240,138,310,180,296,134,276,122,0,391,202,378,140,341,177,426,158,410,136,394,132,981,10,1
256,192,262,128,240,140,310,179,294,134,276,122,0,391,202,380,140,344,177,426,158,410,136,394,132,981,11,1
255,193,258,126,240,138,308,180,294,134,274,122,0,391,202,380,140,343,177,426,158,408,138,396,132,981,12,1
254,192,258,128,236,138,304,180,294,134,274,122,0,394,203,382,138,346,180,432,158,414,140,398,136,978,13,1
250,195,234,138,302,180,284,148,270,128,256,128,0,400,202,386,138,354,184,434,156,418,138,404,130,981,14,1
248,193,252,126,232,138,300,182,284,136,268,122,962,404,201,392,140,358,182,440,156,420,138,406,130,981,15,1
246,193,252,128,228,140,298,182,284,136,266,124,0,405,201,392,138,362,182,444,156,426,140,408,134,981,16,1
242,194,224,138,292,182,280,136,260,134,246,126,0,411,199,402,134,368,182,448,154,432,136,418,130,981,17,1
240,193,244,126,222,140,290,180,276,136,258,122,0,414,200,406,136,368,178,452,156,434,136,422,130,984,18,1
239,193,240,126,220,138,290,180,276,136,258,122,0,416,199,406,136,372,182,438,138,422,128,0,0,981,19,1
236,194,240,128,216,140,286,180,274,138,256,124,0,417,200,408,136,374,180,454,156,424,130,0,0,984,20,1
234,193,238,132,214,140,284,180,272,136,252,124,0,420,199,412,136,374,180,442,134,430,128,0,0,981,21,1
233,192,234,128,212,138,282,180,270,136,252,122,0,421,200,412,136,378,182,458,162,432,128,0,0,984,22,1
230,192,234,126,210,138,280,182,266,134,248,124,0,424,201,418,136,380,184,460,164,434,126,0,0,978,23,1
227,192,228,128,204,138,274,182,262,136,246,122,0,426,200,420,134,380,182,464,160,434,128,0,0,978,24,1
224,191,226,128,204,140,274,180,262,134,242,122,0,428,202,419,136,386,182,466,164,440,130,0,0,981,25,1
222,191,222,126,202,140,270,180,256,136,238,122,0,429,201,419,134,386,180,464,176,438,128,0,0,978,26,1
218,191,220,128,196,140,266,180,252,136,236,122,0,433,201,392,180,472,168,444,130,0,0,0,0,981,27,1
216,191,216,126,194,138,264,180,250,136,232,124,0,436,201,394,180,478,164,462,144,448,130,0,0,981,28,1
214,192,214,128,192,140,262,180,246,136,230,122,0,438,202,436,132,398,182,478,166,466,150,450,130,984,29,1
213,191,214,126,190,140,266,180,246,136,230,122,0,440,201,436,132,398,180,484,162,468,146,450,130,981,30,1
210,190,210,126,190,138,256,180,244,132,226,120,0,442,201,400,178,482,174,470,142,452,132,440,132,981,31,1
208,189,208,128,186,138,254,178,240,134,224,120,0,444,202,404,178,480,186,474,140,460,132,0,0,984,32,1
206,189,206,124,182,140,252,178,238,134,222,120,0,448,203,410,182,492,164,460,142,446,132,0,0,987,33,1
204,189,202,126,182,138,250,178,236,134,220,120,0,451,202,410,180,494,164,480,152,464,136,450,134,990,34,1
204,188,200,126,180,138,250,176,236,132,218,118,0,452,203,414,180,492,172,480,146,466,136,448,134,990,35,1
202,188,200,126,178,138,248,176,234,132,218,118,0,454,203,414,182,494,170,482,140,468,136,452,136,990,36,1
